Car Name,City,Price (PKR),Model Year,Mileage (km),Fuel Type,Engine CC,Transmission
Honda Civic 7th Generation (Facelift) EXi Prosmatec,Karachi,1600000.0,2005,265625.0,Petrol,1500 cc,Automatic
Suzuki Mehran VXR (CNG),Karachi,700000.0,2010,70760.0,Petrol,800 cc,Manual
Toyota Land Cruiser AX G Selection,Karachi,22599999.0,2008,95000.0,Petrol,4608 cc,Automatic
Honda BR-V i-VTEC S,Karachi,5150000.0,2022,61608.0,Petrol,1500 cc,Automatic
Mercedes Benz C Class C240,Karachi,3125000.0,2001,87000.0,Petrol,2398 cc,Automatic
Mercedes Benz E Class E 180 AMG,Karachi,29000000.0,2021,70000.0,Petrol,1500 cc,Automatic
Suzuki Bolan VX (CNG),Karachi,750000.0,2005,94000.0,CNG,800 cc,Manual
Suzuki Cultus Limited Edition,Karachi,1550000.0,2016,83835.0,Petrol,1000 cc,Manual
MG HS,Karachi,6300000.0,2021,22800.0,Petrol,1500 cc,Automatic
Toyota Passo,Karachi,2039999.0,2008,160000.0,Petrol,1000 cc,Automatic
Suzuki Cultus VXR,Karachi,3200000.0,2021,17100.0,Petrol,1000 cc,Manual
Toyota Prius G Touring Selection 1.8,Karachi,3500000.0,2011,111292.0,Hybrid,1800 cc,Automatic
Daihatsu Mira L,Karachi,2450000.0,2016,115610.0,Petrol,660 cc,Automatic
Honda Civic Oriel 1.8 i-VTEC CVT,Karachi,4500000.0,2016,160894.0,Petrol,1800 cc,Automatic
Toyota C-HR G-LED,Karachi,7000000.0,2018,115129.0,Hybrid,1800 cc,Automatic
Honda Vezel Hybrid Z,Karachi,8000000.0,2019,48000.0,Hybrid,1500 cc,Automatic
Toyota Hilux Revo Rocco,Karachi,13899999.0,2023,23500.0,Diesel,2800 cc,Automatic
Suzuki Wagon R VXL,Karachi,2064999.0,2017,47000.0,Petrol,1000 cc,Manual
Toyota Aqua G LED Soft Leather Selection,Karachi,3500000.0,2014,85000.0,Hybrid,1500 cc,Automatic
FAW V2 VCT-i,Karachi,1325000.0,2018,68000.0,Petrol,1300 cc,Manual
Suzuki Cultus VXL,Karachi,2575000.0,2019,51000.0,Petrol,1000 cc,Manual
Toyota Passo G 1.0,Karachi,1825000.0,2009,79000.0,Petrol,1000 cc,Automatic
Toyota Corolla Altis 1.8,Karachi,2000000.0,2005,117036.0,Petrol,1800 cc,Manual
Honda Civic 5th Generation EX,Karachi,900000.0,1995,100000.0,Petrol,1500 cc,Manual
Honda Vezel Hybrid RS Honda Sensing,Karachi,6200000.0,2017,88896.0,Hybrid,1500 cc,Automatic
Suzuki Swift DLX 1.3 Navigation,Karachi,2375000.0,2018,68650.0,Petrol,1300 cc,Manual
Toyota Platz F 1.0,Karachi,1450000.0,2002,185000.0,Petrol,1000 cc,Automatic
Mercedes Benz C Class C180 Avantgarde,Karachi,13799999.0,2016,14700.0,Petrol,1600 cc,Automatic
Suzuki Cultus VXR,Karachi,3050000.0,2021,3932.0,Petrol,1000 cc,Manual
KIA Sportage AWD,Karachi,6550000.0,2020,47000.0,Petrol,2000 cc,Automatic
Honda Civic 5th Generation EX,Karachi,750000.0,1995,128000.0,Petrol,1500 cc,Manual
Suzuki FX GA,Karachi,155000.0,1987,10000.0,Petrol,800 cc,Manual
Toyota Prado TX L Package 2.7,Karachi,20500000.0,2016,85171.0,Petrol,2700 cc,Automatic
Suzuki Mehran VXR,Karachi,340000.0,1995,80000.0,Petrol,800 cc,Manual
KIA Sportage FWD,Karachi,6590000.0,2022,53000.0,Petrol,2000 cc,Automatic
Toyota Corolla GLi 1.3 VVTi,Karachi,3950000.0,2019,80000.0,Petrol,1300 cc,Manual
Toyota Yaris Sedan ATIV CVT 1.3,Karachi,5400000.0,2023,100.0,Petrol,1300 cc,Automatic
Suzuki Swift DLX 1.3 Navigation,Karachi,2600000.0,2018,52622.0,Petrol,1300 cc,Manual
Suzuki Ciaz Automatic,Karachi,2800000.0,2018,117325.0,Petrol,1400 cc,Automatic
Toyota Vitz F 1.0,Karachi,2800000.0,2014,82000.0,Petrol,1000 cc,Automatic
Suzuki Cultus VXL,Karachi,950000.0,2007,75000.0,Petrol,1000 cc,Manual
Toyota Hilux Revo Rocco,Karachi,13500000.0,2022,46114.0,Diesel,2800 cc,Automatic
Suzuki Cultus VXR,Karachi,950000.0,2007,42782.0,Petrol,1000 cc,Manual
Honda City 5th (GM2) Generation 1.3 i-VTEC Prosmatec,Karachi,3795000.0,2021,23310.0,Petrol,1300 cc,Automatic
Honda CR-Z,Karachi,3100000.0,2011,80000.0,Hybrid,1500 cc,Manual
Toyota Prius S 1.5,Karachi,3150000.0,2011,125764.0,Hybrid,1500 cc,Automatic
Mazda Flair XG,Karachi,2039000.0,2018,57000.0,Petrol,660 cc,Automatic
Toyota Yaris Hatchback G,Karachi,5475000.0,2022,17000.0,Petrol,1500 cc,Automatic
Honda City 5th (GM2) Generation 1.3 i-VTEC,Karachi,2150000.0,2009,250000.0,Petrol,1300 cc,Manual
Daihatsu Cuore CX Ecomatic,Karachi,750000.0,2005,111111.0,Petrol,800 cc,Automatic
Daihatsu Mira X SA lll,Karachi,3525000.0,2022,57000.0,Petrol,660 cc,Automatic
Toyota Sienta,Karachi,4650000.0,2018,146000.0,Hybrid,1500 cc,Automatic
Hyundai Tucson AWD A/T Ultimate,Karachi,7100000.0,2022,39000.0,Petrol,2000 cc,Automatic
Suzuki Wagon R Stingray Limited,Karachi,1850000.0,2011,126500.0,Petrol,660 cc,Automatic
Suzuki Wagon R FX Limited,Karachi,1750000.0,2010,105000.0,Petrol,660 cc,Automatic
Toyota Yaris Hatchback X,Karachi,4100000.0,2022,13981.0,Petrol,1000 cc,Automatic
Toyota Corolla Altis Grande CVT-i 1.8,Karachi,4790000.0,2017,28667.0,Petrol,1800 cc,Automatic
Toyota Corolla GLi 1.3 VVTi,Karachi,3000000.0,2015,131320.0,Petrol,1300 cc,Manual
Toyota Corolla XLi VVTi,Karachi,1850000.0,2009,150000.0,Petrol,1300 cc,Manual
Daihatsu Mira L SA III,Karachi,3400000.0,2021,14000.0,Petrol,660 cc,Automatic
Toyota Wish,Karachi,2850000.0,2006,280000.0,Petrol,1800 cc,Manual
Toyota Corolla GLi 1.3 VVTi,Karachi,2400000.0,2012,300000.0,Petrol,1300 cc,Manual
Toyota Yaris Sedan ATIV X CVT 1.5,Karachi,4400000.0,2021,49500.0,Petrol,1500 cc,Automatic
Suzuki Alto VXR,Karachi,800000.0,2007,82000.0,Petrol,1000 cc,Manual
Toyota Yaris Hatchback X,Karachi,4000000.0,2020,73000.0,Petrol,1000 cc,Automatic
Daihatsu Cuore CL,Karachi,830000.0,2007,118000.0,Petrol,800 cc,Automatic
Honda City 5th (GM2) Generation 1.3 i-VTEC Prosmatec,Karachi,3340000.0,2018,75000.0,Petrol,1300 cc,Automatic
Honda Accord EX,Karachi,785000.0,1994,100000.0,Petrol,1800 cc,Manual
Suzuki Alto VXR (CNG),Karachi,950000.0,2012,132439.0,CNG,1000 cc,Manual
Suzuki Spacia Gear Hybrid XZ,Karachi,3500000.0,2023,6350.0,Hybrid,660 cc,Automatic
Toyota Corolla Altis Grande CVT-i 1.8,Karachi,4900000.0,2019,102000.0,Petrol,1800 cc,Automatic
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Karachi,7800000.0,2022,22000.0,Petrol,1800 cc,Automatic
Changan Oshan X7 FutureSense,Karachi,7900000.0,2023,29707.0,Petrol,1500 cc,Automatic
Toyota Platz F 1.3,Karachi,1500000.0,2002,236889.0,Petrol,1300 cc,Automatic
Mitsubishi Lancer GLX Automatic 1.6,Karachi,2000000.0,2007,118000.0,Petrol,1600 cc,Automatic
Toyota Passo X L Package,Karachi,3875000.0,2022,92000.0,Petrol,1000 cc,Automatic
Suzuki Alto VXR,Karachi,2425000.0,2022,27000.0,Petrol,660 cc,Manual
Suzuki Cultus VXR,Karachi,1000000.0,2007,100000.0,Petrol,1000 cc,Manual
Honda City 5th (GM2) Generation 1.5 i-VTEC Prosmatec,Karachi,3700000.0,2019,56000.0,Petrol,1500 cc,Automatic
Toyota Corolla 8th (E110) Generation XE,Karachi,1600000.0,1999,75000.0,Petrol,1300 cc,Manual
Toyota Passo X,Karachi,2500000.0,2015,92385.0,Petrol,1000 cc,Automatic
Changan Karvaan Plus,Karachi,1800000.0,2020,124933.0,Petrol,1000 cc,Manual
Toyota Prado TX Limited 2.7,Karachi,31000000.0,2021,29000.0,Petrol,2700 cc,Automatic
Suzuki Mehran VXR,Karachi,300000.0,1998,15000.0,Petrol,800 cc,Manual
Toyota Vitz B Intelligent Package 1.0,Karachi,2250000.0,2007,106000.0,Petrol,1000 cc,Automatic
Toyota Corolla Altis Automatic 1.6,Karachi,3700000.0,2017,113000.0,Petrol,1600 cc,Automatic
Toyota Prado TX L Package 2.7,Karachi,28100000.0,2020,45000.0,Petrol,2700 cc,Automatic
Mercedes Benz E Class E200,Karachi,9000000.0,2012,75000.0,Petrol,1800 cc,Automatic
Nissan Dayz Highway Star X,Karachi,4100000.0,2022,32328.0,Petrol,660 cc,Automatic
Nissan Clipper DX,Karachi,2200000.0,2017,80000.0,Petrol,660 cc,Automatic
Suzuki Every Wagon JP Turbo Limited,Karachi,1800000.0,2014,94000.0,Petrol,660 cc,Automatic
Suzuki Cultus VXL,Karachi,940000.0,2006,68000.0,Petrol,1000 cc,Manual
Toyota Vitz Jewela Smart Stop Package 1.0,Karachi,3200000.0,2014,83544.0,Hybrid,1000 cc,Automatic
MG HS Trophy,Karachi,6150000.0,2021,49105.0,Petrol,1500 cc,Automatic
Honda N Wgn G,Karachi,2350000.0,2015,96960.0,Petrol,660 cc,Automatic
Toyota Corolla Altis CVT-i 1.8,Karachi,4500000.0,2017,71000.0,Petrol,1800 cc,Automatic
Suzuki Alto VXR (CNG),Karachi,700000.0,2007,191557.0,CNG,1000 cc,Manual
Subaru Pleo Plus,Karachi,1950000.0,2012,173650.0,Petrol,660 cc,Automatic
Suzuki Cultus Limited Edition,Karachi,1600000.0,2016,80000.0,Petrol,1000 cc,Manual
Toyota Yaris Sedan ATIV X CVT 1.5,Karachi,4165000.0,2020,43000.0,Petrol,1500 cc,Automatic
Toyota Corolla Altis Grande 1.8,Karachi,6275000.0,2020,44046.0,Petrol,1800 cc,Manual
Honda Civic 7th Generation (Facelift) EXi Prosmatec,Karachi,1689999.0,2004,234373.0,Petrol,1500 cc,Automatic
Changan Alsvin 1.5L DCT Lumiere,Karachi,3550000.0,2021,47000.0,Petrol,1500 cc,Automatic
Daihatsu Mira L,Karachi,3500000.0,2022,16000.0,Petrol,660 cc,Automatic
Haval H6 HEV,Karachi,11200000.0,2023,22440.0,Hybrid,1500 cc,Automatic
Daihatsu Mira X SA lll,Karachi,4050000.0,2023,8500.0,Petrol,660 cc,Automatic
Toyota Corolla Altis 1.6 X CVT-i Special Edition,Karachi,6100000.0,2022,18684.0,Petrol,1600 cc,Automatic
Suzuki Cultus Auto Gear Shift,Karachi,3600000.0,2023,51258.0,Petrol,1000 cc,Automatic
Suzuki Cultus VXRi,Karachi,1080000.0,2011,55000.0,Petrol,1000 cc,Manual
Toyota Passo G F Package,Karachi,1595000.0,2007,75000.0,Petrol,1000 cc,Automatic
Toyota Yaris Sedan ATIV CVT 1.3,Karachi,4150000.0,2022,69000.0,Petrol,1300 cc,Automatic
Suzuki Swift DLX 1.3 Navigation,Karachi,2180000.0,2017,89000.0,Petrol,1300 cc,Manual
Hyundai Tucson AWD A/T Ultimate,Karachi,8250000.0,2023,48000.0,Petrol,2000 cc,Automatic
Suzuki Cultus VXRi,Karachi,1250000.0,2011,69560.0,Petrol,1000 cc,Manual
Lexus CT200h,Karachi,4950000.0,2011,94000.0,Hybrid,1800 cc,Automatic
KIA Stonic EX+,Karachi,5085000.0,2023,34000.0,Petrol,1400 cc,Automatic
Toyota Vitz F 1.0,Karachi,2400000.0,2012,132077.0,Petrol,1000 cc,Automatic
MG HS Trophy,Karachi,5790000.0,2021,41000.0,Petrol,1500 cc,Automatic
Toyota Passo Moda S,Karachi,3400000.0,2018,82763.0,Petrol,1000 cc,Automatic
Honda Civic Oriel 1.8 i-VTEC CVT,Karachi,4900000.0,2018,54815.0,Petrol,1800 cc,Automatic
Honda Civic Oriel 1.8 i-VTEC CVT,Karachi,6350000.0,2021,38082.0,Petrol,1800 cc,Automatic
Toyota Vitz B 1.0,Karachi,2000000.0,2007,156414.0,Petrol,1000 cc,Automatic
KIA Sportage AWD,Karachi,8700000.0,2025,3372.0,Petrol,2000 cc,Automatic
Suzuki Wagon R VXR,Karachi,1789999.0,2018,101654.0,Petrol,1000 cc,Manual
Mitsubishi EK Custom G,Karachi,2100000.0,2015,63072.0,Petrol,660 cc,Automatic
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Karachi,7750000.0,2023,2760.0,Petrol,1800 cc,Automatic
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Karachi,6950000.0,2023,32000.0,Petrol,1800 cc,Automatic
Suzuki Cultus VXL (CNG),Karachi,650000.0,2005,120000.0,LPG,1000 cc,Manual
Toyota Corolla GLi 1.3 VVTi,Karachi,2200000.0,2009,321129.0,Petrol,1300 cc,Manual
Chevrolet Joy,Karachi,380000.0,2006,1999.0,Petrol,800 cc,Manual
Haval H6 1.5T,Karachi,9700000.0,2025,4821.0,Petrol,1500 cc,Automatic
Honda Civic 7th Generation (Facelift) EXi Prosmatec,Karachi,1700000.0,2005,98000.0,Petrol,1500 cc,Automatic
Daihatsu Mira X SA lll,Karachi,3975000.0,2023,7200.0,Petrol,660 cc,Automatic
Toyota Passo X,Karachi,1739000.0,2007,1.0,Petrol,1000 cc,Automatic
Mercedes Benz E Class,Karachi,4700000.0,2005,66000.0,Petrol,1800 cc,Automatic
KIA Sportage FWD,Karachi,6200000.0,2020,63591.0,Petrol,2000 cc,Automatic
Suzuki Alto L,Karachi,3200000.0,2021,22000.0,Petrol,660 cc,Automatic
Suzuki Cultus VXR,Karachi,800000.0,2007,98296.0,Petrol,1000 cc,Manual
Peugeot Active,Karachi,5000000.0,2023,34800.0,Petrol,1200 cc,Automatic
Toyota Aqua,Karachi,6100000.0,2025,20000.0,Hybrid,1500 cc,Automatic
Suzuki Alto L Upgrade,Karachi,3350000.0,2022,51452.0,Petrol,660 cc,Automatic
Honda Civic 6th Generation EXi,Karachi,1250000.0,1998,120.0,Petrol,1500 cc,Manual
Toyota Corolla Altis X Automatic 1.6,Karachi,5750000.0,2022,35328.0,Petrol,1598 cc,Automatic
Toyota Pixis Epoch L,Karachi,2050000.0,2012,103000.0,Petrol,660 cc,Automatic
Honda Civic 7th Generation (Facelift) EXi,Karachi,1475000.0,2005,120000.0,Petrol,1500 cc,Manual
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Karachi,2400000.0,2010,100000.0,Petrol,1800 cc,Automatic
Toyota Vitz F 1.0,Karachi,2500000.0,2013,88000.0,Petrol,1000 cc,Automatic
Daihatsu Mira X,Karachi,2500000.0,2014,72700.0,Petrol,660 cc,Automatic
Suzuki Cultus VXL,Karachi,2100000.0,2017,72000.0,Petrol,1000 cc,Manual
Toyota Corolla GLi Limited Edition 1.3 VVTi,Karachi,4000000.0,2014,62000.0,Petrol,1300 cc,Manual
Suzuki Swift GLX CVT,Karachi,4400000.0,2022,30000.0,Petrol,1200 cc,Automatic
KIA Sportage AWD,Karachi,8680000.0,2024,3899.0,Petrol,2000 cc,Automatic
Suzuki Alto VXR,Karachi,2250000.0,2020,12340.0,Petrol,660 cc,Manual
MG HS,Karachi,6300000.0,2021,40536.0,Petrol,1500 cc,Automatic
Toyota Hilux Revo V Automatic 3.0,Karachi,9000000.0,2017,96260.0,Diesel,3000 cc,Automatic
Toyota Corolla Altis Grande CVT-i 1.8,Karachi,4450000.0,2016,97000.0,Petrol,1800 cc,Automatic
Suzuki Alto VXR,Karachi,1375000.0,2008,105000.0,Petrol,1000 cc,Manual
Daihatsu Hijet Cruise,Karachi,1680000.0,2013,98000.0,Petrol,660 cc,Automatic
Suzuki Cultus VXR,Karachi,3075000.0,2021,58142.0,Petrol,1000 cc,Manual
Suzuki Mehran VX Euro II,Karachi,1220000.0,2017,80000.0,Petrol,796 cc,Manual
Suzuki Bolan VX,Karachi,600000.0,2006,10000.0,Petrol,800 cc,Manual
Honda City i-DSI Vario,Karachi,2025000.0,2007,200000.0,Petrol,1300 cc,Automatic
Peugeot Active,Karachi,5700000.0,2023,45000.0,Petrol,1200 cc,Automatic
Suzuki Cultus EURO II,Karachi,1420000.0,2012,70000.0,Petrol,1000 cc,Manual
Nissan Dayz Highway Star X ProPilot,Karachi,3870000.0,2022,50000.0,Hybrid,660 cc,Automatic
Toyota Corolla XLi VVTi,Karachi,3200000.0,2017,96612.0,Petrol,1300 cc,Manual
Toyota C-HR G-LED,Karachi,6600000.0,2018,61195.0,Hybrid,1800 cc,Automatic
Daihatsu Charade CL,Karachi,390000.0,1984,55000.0,Diesel,1000 cc,Manual
Volkswagen Up,Karachi,2095000.0,2012,83000.0,Petrol,1000 cc,Automatic
Toyota Prado TX L Package 2.7,Karachi,27900000.0,2020,35300.0,Petrol,2700 cc,Automatic
Suzuki Alto VXL AGS,Karachi,2775000.0,2022,32000.0,Petrol,660 cc,Automatic
Toyota Aqua S,Karachi,3650000.0,2015,68500.0,Hybrid,1500 cc,Automatic
Toyota Corolla GLi Automatic 1.3 VVTi,Karachi,4250000.0,2019,89212.0,Petrol,1300 cc,Automatic
Toyota Prado TX 2.8 D AT,Karachi,28200000.0,2020,35000.0,Diesel,2800 cc,Automatic
Suzuki Alto VXR,Karachi,2380000.0,2022,65000.0,Petrol,660 cc,Manual
Suzuki Bolan VX Euro II,Karachi,1800000.0,2020,21000.0,Petrol,800 cc,Manual
Nissan Sunny,Karachi,635000.0,1993,350000.0,Petrol,1300 cc,Manual
Toyota Pixis Epoch G,Karachi,3750000.0,2020,36000.0,Petrol,660 cc,Automatic
Toyota Corolla GLi 1.3 VVTi,Karachi,3550000.0,2013,70084.0,Petrol,1300 cc,Manual
Toyota Raize Z,Karachi,6498999.0,2021,29000.0,Petrol,1000 cc,Automatic
Honda City 5th (GM2) Generation 1.3 i-VTEC,Karachi,3050000.0,2018,70000.0,Petrol,1300 cc,Manual
Toyota Hilux Revo V Automatic 3.0,Karachi,8500000.0,2017,84000.0,Diesel,3000 cc,Automatic
Hyundai Excel,Karachi,450000.0,1996,150000.0,LPG,1500 cc,Manual
Honda Civic VTi Automatic 1.6,Karachi,1490000.0,1999,217000.0,Petrol,1600 cc,Automatic
Honda City 1.2L CVT,Karachi,4125000.0,2022,85482.0,Petrol,1200 cc,Automatic
Daihatsu Cast Style X SA III,Karachi,3850000.0,2022,20000.0,Petrol,660 cc,Automatic
Changan Karvaan Base Model 1.0,Karachi,2150000.0,2020,125000.0,Petrol,1000 cc,Manual
Toyota Harrier Hybrid Premium Advanced Package,Karachi,7000000.0,2011,90000.0,Hybrid,2500 cc,Automatic
Suzuki Cultus,Karachi,1520000.0,2011,50000.0,Petrol,1000 cc,Manual
Toyota Fortuner Legender,Karachi,17400000.0,2022,41000.0,Diesel,2800 cc,Automatic
Toyota Raize Z,Karachi,6200000.0,2020,35000.0,Petrol,1000 cc,Automatic
Toyota Passo X,Karachi,3700000.0,2020,41545.0,Petrol,1000 cc,Automatic
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Karachi,3100000.0,2013,65000.0,Petrol,1800 cc,Automatic
Toyota Yaris Sedan ATIV X CVT 1.5,Karachi,4500000.0,2021,59703.0,Petrol,1500 cc,Automatic
Suzuki Cultus,Karachi,1700000.0,2015,28000.0,Petrol,1000 cc,Manual
Honda Vezel Hybrid Z,Karachi,4585000.0,2014,79000.0,Hybrid,1500 cc,Automatic
Suzuki Swift DX 1.3,Karachi,1675000.0,2012,101538.0,Petrol,1300 cc,Manual
Suzuki Mehran VXR,Karachi,430000.0,2004,9000.0,Petrol,800 cc,Manual
Suzuki Bolan VX,Karachi,790000.0,2007,2007.0,Petrol,800 cc,Manual
Mitsubishi EK Custom,Karachi,2000000.0,2013,31000.0,Petrol,660 cc,Automatic
Toyota Passo X,Karachi,4200000.0,2022,38112.0,Petrol,1000 cc,Automatic
Daihatsu Cuore CX Automatic,Karachi,950000.0,2004,12384.0,Petrol,800 cc,Automatic
Toyota Yaris Hatchback X,Karachi,4400000.0,2022,80000.0,Petrol,1000 cc,Automatic
Honda Civic Rebirth VTi Prosmatec 1.8 i-VTEC,Karachi,3150000.0,2014,80000.0,Petrol,1800 cc,Automatic
Toyota Corolla XLi Automatic,Karachi,3850000.0,2018,75000.0,Petrol,1300 cc,Automatic
Toyota Raize Z,Karachi,6300000.0,2021,61000.0,Petrol,1000 cc,Automatic
FAW V2 VCT-i,Karachi,1400000.0,2016,39986.0,Petrol,1300 cc,Manual
Suzuki Khyber GA,Karachi,229999.0,1991,37000.0,Petrol,1000 cc,Manual
Suzuki Cultus VXR,Karachi,2700000.0,2020,90000.0,Petrol,1000 cc,Manual
Toyota C-HR G,Karachi,6770000.0,2017,131000.0,Hybrid,1800 cc,Automatic
Suzuki Alto VXR,Karachi,2285000.0,2020,73000.0,Petrol,660 cc,Manual
Toyota Yaris Sedan ATIV CVT 1.3,Karachi,4825000.0,2024,25000.0,Petrol,1300 cc,Automatic
Hyundai Santa Fe Signature,Karachi,13000000.0,2024,10000.0,Hybrid,1600 cc,Automatic
Suzuki Jimny,Karachi,2000000.0,2011,121000.0,Petrol,660 cc,Manual
Toyota Raize Z,Karachi,6380000.0,2020,17000.0,Petrol,1000 cc,Automatic
Toyota Passo X,Karachi,2500000.0,2013,197953.0,Petrol,1000 cc,Automatic
Daihatsu Mira L,Karachi,3625000.0,2022,11000.0,Petrol,660 cc,Automatic
Honda City 5th (GM2) Generation 1.3 i-VTEC,Karachi,2360000.0,2011,162000.0,Petrol,1300 cc,Manual
Honda BR-V i-VTEC S,Karachi,3750000.0,2017,58000.0,Petrol,1500 cc,Automatic
Toyota Raize Z,Karachi,6150000.0,2020,39000.0,Petrol,1000 cc,Automatic
Toyota Raize G,Karachi,5750000.0,2020,12000.0,Petrol,1000 cc,Automatic
Honda Civic 1.8 i-VTEC CVT,Karachi,5400000.0,2020,45000.0,Petrol,1800 cc,Automatic
Toyota Raize Z,Karachi,5875000.0,2021,53000.0,Petrol,1000 cc,Automatic
Hyundai Elantra GLS,Karachi,5650000.0,2021,62000.0,Petrol,2000 cc,Automatic
Toyota Mark X 300G,Karachi,6500000.0,2005,81000.0,Petrol,3000 cc,Automatic
Toyota Fortuner 2.7 VVTi,Karachi,6750000.0,2013,68000.0,Petrol,2700 cc,Automatic
Honda Civic Oriel 1.8 i-VTEC CVT,Karachi,5975000.0,2021,56000.0,Petrol,1800 cc,Automatic
Toyota Raize Z,Karachi,6225000.0,2020,28000.0,Petrol,1000 cc,Automatic
Suzuki Every 6th Generation (Imported) PC,Karachi,2725000.0,2020,118000.0,Petrol,660 cc,Manual
Daihatsu Mira L,Karachi,3575000.0,2022,15000.0,Petrol,660 cc,Automatic
Suzuki Swift DLX 1.3,Karachi,2100000.0,2015,97000.0,Petrol,1300 cc,Manual
Suzuki Every PC,Karachi,2700000.0,2020,72000.0,Petrol,660 cc,Manual
Ford Ranger Raptor 3.0L,Karachi,29500000.0,2022,34993.0,Petrol,3000 cc,Automatic
Suzuki Mehran VXR Euro II,Karachi,1350000.0,2019,27000.0,Petrol,796 cc,Manual
Suzuki Mehran VXR,Karachi,409000.0,1998,200000.0,Petrol,800 cc,Manual
Hyundai Tucson FWD A/T GLS Sport,Karachi,8500000.0,2024,16000.0,Petrol,2000 cc,Automatic
Nissan Clipper DX,Karachi,2325000.0,2021,189000.0,Petrol,660 cc,Automatic
KIA Shehzore K2700 Standard Cabin,Karachi,6250000.0,2024,6659.0,Diesel,2700 cc,Manual
Suzuki Alto VXR,Karachi,2500000.0,2022,55700.0,Petrol,660 cc,Manual
KIA Sportage L HEV,Karachi,11399999.0,2025,10.0,Hybrid,1600 cc,Automatic
KIA Sorento 1.6T HEV AWD,Karachi,16700000.0,2025,10.0,Hybrid,1600 cc,Automatic
Suzuki Mehran VXR Euro II,Karachi,1075000.0,2014,85000.0,Petrol,796 cc,Manual
Toyota Yaris Sedan ATIV X CVT 1.5 Beige Interior,Karachi,5875000.0,2024,24342.0,Petrol,1500 cc,Automatic
Toyota Raize Z,Karachi,5900000.0,2020,18000.0,Petrol,1000 cc,Automatic
Suzuki Wagon R VXR,Karachi,2780000.0,2014,43900.0,Petrol,1000 cc,Manual
Toyota Camry Up-Spec Automatic 2.4,Karachi,3250000.0,2007,194000.0,Petrol,2400 cc,Automatic
Suzuki Mehran VXR,Karachi,720000.0,2006,96000.0,Petrol,800 cc,Manual
Daihatsu Mira L SA III,Karachi,3425000.0,2022,63500.0,Petrol,660 cc,Automatic
Hyundai Santa Fe Signature,Karachi,13500000.0,2024,18858.0,Hybrid,1600 cc,Automatic
Suzuki Cultus VXR,Karachi,2465000.0,2018,46000.0,Petrol,1000 cc,Manual
Toyota Belta X 1.0,Karachi,2365000.0,2010,82000.0,Petrol,1000 cc,Automatic
KIA Picanto 1.0 AT,Karachi,3150000.0,2022,31000.0,Petrol,1000 cc,Automatic
Suzuki Mehran VXR,Karachi,800000.0,2010,70000.0,Petrol,800 cc,Manual
Audi e-tron 50 quattro 230 kW,Karachi,22500000.0,2022,800.0,Electric,60.0 kWh,Automatic
Suzuki Mehran VXR Euro II,Karachi,1285000.0,2018,75000.0,Petrol,796 cc,Manual
Mercedes Benz E Class 5th (W213) Generation E 180 Avantgarde,Karachi,26800000.0,2020,9000.0,Petrol,1500 cc,Automatic
Hyundai Sonata 2.5,Karachi,8000000.0,2021,78048.0,Petrol,2500 cc,Automatic
KIA Sportage 2.0 LX 4x4,Karachi,700000.0,2004,786.0,LPG,2000 cc,Manual
Toyota Raize Z,Karachi,6200000.0,2020,52000.0,Petrol,1000 cc,Automatic
KIA Sportage FWD,Karachi,7640000.0,2022,5480.0,Petrol,2000 cc,Automatic
Toyota Vitz iLL 1.5,Karachi,2200000.0,2008,150000.0,Petrol,1500 cc,Automatic
Hyundai Tucson FWD A/T GLS,Karachi,7300000.0,2023,27080.0,Petrol,2000 cc,Automatic
Toyota Corolla GLi 1.3 VVTi,Karachi,3075000.0,2016,97000.0,Petrol,1300 cc,Manual
KIA Sportage AWD,Karachi,7050000.0,2022,46194.0,Petrol,2000 cc,Automatic
Toyota Corolla GLi Automatic 1.6 VVTi,Karachi,2700000.0,2012,188765.0,Petrol,1600 cc,Automatic
Toyota Corolla Altis X Automatic 1.6,Karachi,5400000.0,2021,27000.0,Petrol,1598 cc,Automatic
Toyota Raize Z,Karachi,6200000.0,2020,28760.0,Petrol,1000 cc,Automatic
Honda City 1.3 i-VTEC Prosmatec,Karachi,2350000.0,2009,95321.0,Petrol,1300 cc,Automatic
Honda City i-DSI,Karachi,1675000.0,2006,50000.0,Petrol,1300 cc,Manual
Daihatsu Mira X,Karachi,2525000.0,2016,111000.0,Petrol,660 cc,Automatic
Hyundai Tucson AWD A/T Ultimate,Karachi,8300000.0,2023,12000.0,Petrol,2000 cc,Automatic
Toyota Corolla GLi 1.3 VVTi,Karachi,3400000.0,2014,82000.0,Petrol,1300 cc,Manual
Toyota iQ 130G Go Leather Package,Karachi,2075000.0,2009,65000.0,Petrol,1300 cc,Automatic
Toyota Corolla GLi Automatic 1.3 VVTi,Karachi,3300000.0,2015,104000.0,Petrol,1300 cc,Automatic
Suzuki Mehran VXR,Karachi,650000.0,2011,150000.0,Petrol,800 cc,Manual
Nissan Leaf EV,Karachi,7000000.0,2021,43106.0,Electric,40.0 kWh,Automatic
